identifier,pkt,sample_idx,rssi,ant_array,channel,i,q
0.0,0.0,0.0,0.0,0.0,17.0,-369.5518130045147,153.07337294603596
0.0,0.0,0.0,0.0,0.0,17.0,-282.84271247461896,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,-153.0733729460359,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.48456230958845,-86.7283494475084
0.0,0.0,0.0,0.0,0.0,17.0,327.57119242952564,-229.55851953325254
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423212,-337.4404859732207
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717368,-393.9501973293884
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.48456230958845,-86.7283494475084
0.0,0.0,0.0,0.0,0.0,17.0,327.57119242952564,-229.55851953325254
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423212,-337.4404859732207
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717368,-393.9501973293884
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.48456230958845,-86.7283494475084
0.0,0.0,0.0,0.0,0.0,17.0,327.57119242952564,-229.55851953325254
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423212,-337.4404859732207
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717368,-393.9501973293884
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.48456230958845,-86.7283494475084
0.0,0.0,0.0,0.0,0.0,17.0,327.57119242952564,-229.55851953325254
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423212,-337.4404859732207
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717368,-393.9501973293884
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095878,-86.72834944751153
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295238,-229.55851953325515
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423185,-337.44048597322245
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717054,-393.95019732938897
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095878,-86.72834944751153
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295238,-229.55851953325515
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423185,-337.44048597322245
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717054,-393.95019732938897
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095878,-86.72834944751153
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295238,-229.55851953325515
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423185,-337.44048597322245
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717054,-393.95019732938897
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095878,-86.72834944751153
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295238,-229.55851953325515
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423185,-337.44048597322245
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717054,-393.95019732938897
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095878,-86.72834944751153
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295238,-229.55851953325515
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423185,-337.44048597322245
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717054,-393.95019732938897
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095892,-86.7283494475053
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295273,-229.55851953325018
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423239,-337.440485973219
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717648,-393.95019732938795
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095892,-86.7283494475053
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295273,-229.55851953325018
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423239,-337.440485973219
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717648,-393.95019732938795
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095892,-86.7283494475053
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295273,-229.55851953325018
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423239,-337.440485973219
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717648,-393.95019732938795
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095892,-86.7283494475053
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295273,-229.55851953325018
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423239,-337.440485973219
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717648,-393.95019732938795
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095892,-86.7283494475053
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295273,-229.55851953325018
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423239,-337.440485973219
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717648,-393.95019732938795
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095892,-86.7283494475053
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295273,-229.55851953325018
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423239,-337.440485973219
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717648,-393.95019732938795
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095892,-86.7283494475053
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295273,-229.55851953325018
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423239,-337.440485973219
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717648,-393.95019732938795
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095892,-86.7283494475053
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295273,-229.55851953325018
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423239,-337.440485973219
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717648,-393.95019732938795
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,390.4845623095892,-86.7283494475053
0.0,0.0,0.0,0.0,0.0,17.0,327.5711924295273,-229.55851953325018
0.0,0.0,0.0,0.0,0.0,17.0,214.7880779423239,-337.440485973219
0.0,0.0,0.0,0.0,0.0,17.0,69.30542564717648,-393.95019732938795
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,400.0,0.0
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,-153.07337294603582
0.0,0.0,0.0,0.0,0.0,17.0,282.84271247461896,-282.8427124746191
0.0,0.0,0.0,0.0,0.0,17.0,153.073372946036,-369.55181300451466
0.0,0.0,0.0,0.0,0.0,17.0,-7.347880794884119e-14,-400.0
0.0,0.0,0.0,0.0,0.0,17.0,-153.0733729460358,-369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,-282.8427124746191,-282.84271247461896
0.0,0.0,0.0,0.0,0.0,17.0,-369.5518130045147,-153.07337294603587
0.0,0.0,0.0,0.0,0.0,17.0,-400.0,4.898587196589413e-14
0.0,0.0,0.0,0.0,0.0,17.0,-369.5518130045147,153.07337294603596
0.0,0.0,0.0,0.0,0.0,17.0,-282.84271247461896,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,-153.0733729460359,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,400.0,0.0
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,-153.07337294603582
0.0,0.0,0.0,0.0,0.0,17.0,282.84271247461896,-282.8427124746191
0.0,0.0,0.0,0.0,0.0,17.0,153.073372946036,-369.55181300451466
0.0,0.0,0.0,0.0,0.0,17.0,-7.347880794884119e-14,-400.0
0.0,0.0,0.0,0.0,0.0,17.0,-153.0733729460358,-369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,-282.8427124746191,-282.84271247461896
0.0,0.0,0.0,0.0,0.0,17.0,-369.5518130045147,-153.07337294603587
0.0,0.0,0.0,0.0,0.0,17.0,-400.0,4.898587196589413e-14
0.0,0.0,0.0,0.0,0.0,17.0,-369.5518130045147,153.07337294603596
0.0,0.0,0.0,0.0,0.0,17.0,-282.84271247461896,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,-153.0733729460359,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.69764841760815,-76.08256651349654
0.0,0.0,0.0,0.0,0.0,17.0,333.6897821418113,-220.57000996089772
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033147,-331.4776688638713
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799540134,-391.92085753487163
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
0.0,0.0,0.0,0.0,0.0,17.0,79.98775799539995,-391.92085753487186
0.0,0.0,0.0,0.0,0.0,17.0,2.4492935982947064e-14,400.0
0.0,0.0,0.0,0.0,0.0,17.0,153.07337294603593,369.5518130045147
0.0,0.0,0.0,0.0,0.0,17.0,282.842712474619,282.842712474619
0.0,0.0,0.0,0.0,0.0,17.0,369.5518130045147,153.0733729460359
0.0,0.0,0.0,0.0,0.0,17.0,392.6976484176078,-76.08256651349828
0.0,0.0,0.0,0.0,0.0,17.0,333.68978214181044,-220.57000996089891
0.0,0.0,0.0,0.0,0.0,17.0,223.88067144033,-331.47766886387234
